postid,postyear,postdate,en_title,en_pageid,ar,ar_pageid,ar_title,zh,zh_pageid,zh_title,es,es_pageid,es_title,topic,category,updated_topic
305,2012,15-Feb,Lion Air,1256646,TRUE,1010910,ليون إير,TRUE,1754454,獅子航空,TRUE,3490638,Lion Air,0,Society and social science,5
306,2012,13-Feb,Vega (rocket),436518,TRUE,2383462,صاروخ فيغا,TRUE,559492,織女星運載火箭,TRUE,265298,Vega (cohete),-1,Science and nature,6
310,2012,12-Feb,65th British Academy Film Awards,34406578,TRUE,1233125,حفل توزيع جوائز الأكاديمية البريطانية للأفلام الخامس والستون,FALSE,,,TRUE,5049727,Anexo:Premios BAFTA 2011,-1,Art and culture,6
311,2012,12-Feb,Whitney Houston,34071,TRUE,141858,ويتني هيوستن,TRUE,575608,惠特妮·休斯顿,TRUE,38150,Whitney Houston,5,Person,2
312,2012,9-Feb,Baltasar Garzón,314171,FALSE,,,TRUE,1261656,巴爾塔薩·加爾松,TRUE,41917,Baltasar Garzón,1,Person,3
313,2012,7-Feb,Mohammed Waheed Hassan,9362881,TRUE,1227564,محمد وحيد حسن مانيك,TRUE,1824593,穆罕默德·瓦希德·哈桑,TRUE,5581412,Mohammed Waheed Hassan,5,Person,2
314,2012,6-Feb,Alberto Contador,5606060,TRUE,205622,ألبيرتو كونتادور,TRUE,595009,阿尔伯托·康塔多,TRUE,337456,Alberto Contador,2,Person,4
315,2012,6-Feb,Diamond Jubilee of Elizabeth II,25249479,FALSE,,,TRUE,1823055,伊利沙伯二世登基鑽禧紀念,TRUE,5253171,Jubileo de Diamante de Isabel II,-1,None,6
317,2012,5-Feb,"Finnish presidential election, 2012",32753122,TRUE,1326609,انتخابات الرئاسة الفنلندية 2012,FALSE,,,TRUE,5069042,Elecciones presidenciales de Finlandia de 2012,1,Society and social science,3
318,2012,4-Feb,Siege of Homs,33608429,TRUE,1092397,حصار حمص,TRUE,5468135,霍姆斯之圍,TRUE,5835339,Sitio de Homs,2,Society and social science,4
319,2012,2-Feb,MV Rabaul Queen,34576220,FALSE,,,FALSE,,,TRUE,5062428,MV Rabaul Queen,-1,Society and social science,6
320,2012,2-Feb,Wisława Szymborska,33290,TRUE,183008,فيسوافا شيمبورسكا,TRUE,395648,維斯拉瓦·辛波絲卡,TRUE,92906,Wisława Szymborska,5,Person,2
322,2012,30-Mar,"Gambian parliamentary election, 2012",34167592,FALSE,,,FALSE,,,TRUE,7778858,Elecciones parlamentarias de Gambia de 2012,1,Society and social science,3
324,2012,25-Mar,Deepsea Challenger,35025950,TRUE,1499470,ديبسي تشالنجر,TRUE,1918127,深海挑战者号,TRUE,5146579,Deepsea Challenger,-1,Society and social science,6
325,2012,25-Mar,"Senegalese presidential election, 2012",32043103,FALSE,,,FALSE,,,TRUE,5116456,Elecciones presidenciales de Senegal de 2012,1,Society and social science,3
330,2012,14-Mar,Bo Xilai,528159,FALSE,,,TRUE,17562,薄熙来,TRUE,4840364,Bo Xilai,4,Person,3
331,2012,14-Mar,International Criminal Court,14880,TRUE,119966,المحكمة الجنائية الدولية,TRUE,498866,国际刑事法院,TRUE,5488,Corte Penal Internacional,4,Society and social science,3
332,2012,14-Mar,Thomas Lubanga Dyilo,4423646,FALSE,,,FALSE,,,TRUE,578861,Thomas Lubanga,4,Person,3
333,2012,13-Mar,Encyclopædia Britannica,9508,TRUE,137794,موسوعة بريتانيكا,TRUE,53553,大英百科全书,TRUE,42800,Enciclopedia Británica,2,Art and culture,4
336,2012,10-Mar,2011–12 Egyptian Premier League,32109385,TRUE,3324266,الدوري المصري الممتاز 2011–12,TRUE,3009332,2011年至2012年埃及足球甲级联赛,FALSE,,,2,Sports,4
337,2012,10-Mar,"Slovak parliamentary election, 2012",33393920,FALSE,,,TRUE,5162768,2012年斯洛伐克國會選舉,TRUE,6022659,Elecciones parlamentarias de Eslovaquia de 2012,1,Society and social science,3
340,2012,7-Mar,Allen Stanford,8876803,FALSE,,,TRUE,979465,羅伯特·艾倫·斯坦福,FALSE,,,2,Person,4
342,2012,4-Mar,"Russian presidential election, 2012",31880094,TRUE,1244777,انتخابات الرئاسة الروسية 2012,TRUE,1680026,2012年俄罗斯总统选举,TRUE,4975417,Elecciones presidenciales de Rusia de 2012,1,Society and social science,3
343,2012,3-Mar,Deepwater Horizon oil spill,27046954,TRUE,882997,التسرب النفطي في خليج المكسيك 2010,TRUE,1293888,2010年墨西哥灣漏油事故,FALSE,,,-1,Other,6
346,2012,28-Apr,Bersih 3.0 rally,35626430,FALSE,,,TRUE,2772201,2012年净选盟3.0集会,FALSE,,,0,Other,5
347,2012,28-Apr,Egypt–Saudi Arabia relations,34388293,TRUE,1078362,العلاقات السعودية المصرية,FALSE,,,FALSE,,,4,Society and social science,3
348,2012,27-Apr,Chen Guangcheng,5883261,TRUE,1284393,تشن قوانغ تشنغ,TRUE,286584,陈光诚,TRUE,5194507,Chen Guangcheng,5,Person,2
351,2012,20-Apr,2012 Bahrain Grand Prix,28688226,TRUE,2449077,سباق جائزة البحرين الكبرى 2012,TRUE,2756511,2012年巴林大奖赛,TRUE,4948053,Anexo:Gran Premio de Baréin de 2012,2,None,4
352,2012,20-Apr,Bhoja Air Flight 213,35564070,TRUE,3119291,بوهجا للطيران الرحلة 213,TRUE,2765400,博雅航空213号班机空难,TRUE,5178393,Vuelo 213 de Bhoja Air,0,Society and social science,5
356,2012,16-Apr,"East Timorese presidential election, 2012",33064247,FALSE,,,FALSE,,,TRUE,7958133,Elecciones presidenciales de Timor Oriental de 2012,1,Society and social science,3
357,2012,15-Apr,April 2012 Afghanistan attacks,35508018,FALSE,,,FALSE,,,TRUE,5170086,Ofensiva talibán de Primavera (2012),0,Other,5
360,2012,11-Apr,"South Korean legislative election, 2012",33471841,FALSE,,,TRUE,2745100,2012年大韓民國國會選舉,FALSE,,,1,Society and social science,3
362,2012,8-Apr,Bubba Watson,7953974,FALSE,,,TRUE,1925311,巴巴·沃森,TRUE,5160527,Bubba Watson,2,Person,4
363,2012,8-Apr,Joyce Banda,5503425,TRUE,1267891,جويس باندا,TRUE,2733647,乔伊斯·班达,TRUE,3162639,Joyce Banda,5,Person,2
364,2012,8-Apr,Bingu wa Mutharika,681214,TRUE,1266927,بينجو وا موثاريكا,TRUE,538422,宾古·瓦·穆塔里卡,TRUE,1388120,Bingu wa Mutharika,5,Person,2
368,2012,2-Apr,UTair Flight 120,35297783,FALSE,,,TRUE,5239044,烏塔航空120號班機空難,TRUE,5149999,Vuelo 120 de UTair,0,Society and social science,5
370,2012,1-Apr,National League for Democracy,410553,TRUE,3212204,الرابطة الوطنية من أجل الديموقراطية,TRUE,319696,全國民主聯盟,TRUE,1199849,Liga Nacional para la Democracia,2,Society and social science,4
372,2012,30-May,World Chess Championship 2012,17189128,FALSE,,,TRUE,970586,2012年国际象棋世界冠军对抗赛,FALSE,,,2,None,4
373,2012,30-May,Charles Taylor,389347,TRUE,1286581,تشارلز تايلور (توضيح),TRUE,5202009,查尔斯·泰勒,TRUE,1543730,Charles Taylor,5,None,2
374,2012,30-May,Houla massacre,35941633,TRUE,1298718,مجزرة الحولة,TRUE,2824696,胡拉大屠杀,TRUE,5928426,Masacre de Hula,0,Other,5
375,2012,28-May,Flame (malware),35962585,TRUE,1300969,فلام (برنامج خبيث),TRUE,2830339,火焰 (恶意软件),TRUE,5237985,Flame (malware),6,None,1
376,2012,27-May,"Lesotho general election, 2012",34167589,FALSE,,,FALSE,,,TRUE,7875523,Elecciones generales de Lesoto de 2012,1,Society and social science,3
377,2012,27-May,2012 Cannes Film Festival,34023145,TRUE,1570135,مهرجان كان السينمائي 2012,TRUE,2811381,第65届戛纳电影节,TRUE,5246902,Anexo:Festival de Cannes 2012,5,Art and culture,2
380,2012,25-May,Bankia,31058839,TRUE,1333573,بانكيا,TRUE,1566710,班基亚银行,TRUE,4505608,Bankia,4,Society and social science,3
382,2012,20-May,Robin Gibb,149690,TRUE,1295971,روبن غيب,TRUE,936803,羅賓·吉布,TRUE,1346769,Robin Gibb,5,Person,2
383,2012,20-May,Abdelbaset al-Megrahi,2028438,TRUE,668355,عبد الباسط المقرحي,FALSE,,,TRUE,5969536,Abdelbaset al-Megrahi,5,Person,2
385,2012,20-May,"Dominican Republic presidential election, 2012",34167624,FALSE,,,FALSE,,,TRUE,4599403,Elecciones presidenciales de la República Dominicana de 2012,1,Society and social science,3
386,2012,20-May,"Serbian presidential election, 2012",34236034,FALSE,,,TRUE,5162787,2012年塞爾維亞總統選舉,FALSE,,,1,Society and social science,3
388,2012,19-May,2011–12 Heineken Cup,27671450,FALSE,,,FALSE,,,TRUE,6352640,Copa Heineken 2011–12,6,Sports,1
389,2012,19-May,2012 UEFA Champions League Final,21312110,TRUE,1065385,نهائي دوري أبطال أوروبا 2012,TRUE,1128025,2012年欧洲冠军联赛决赛,TRUE,4588248,Final de la Liga de Campeones de la UEFA 2011-12,2,Sports,4
390,2012,18-May,38th G8 summit,27522414,FALSE,,,FALSE,,,TRUE,5215277,38.ª Cumbre del G8,-1,Other,6
392,2012,16-May,Terahertz radiation,362348,TRUE,13906,أشعة تيراهيرتز,TRUE,648194,太赫輻射,TRUE,4337219,Radiación de terahercios,6,None,1
393,2012,16-May,"Greek legislative election, June 2012",35459642,TRUE,2460178,الانتخابات البرلمانية اليونانية يونيو 2012,TRUE,2812979,2012年6月希臘議會選舉,TRUE,5216448,Elecciones parlamentarias de Grecia de junio de 2012,6,Society and social science,1
394,2012,16-May,Greek government-debt crisis,27146868,TRUE,1250699,أزمة الدين الحكومي اليوناني,TRUE,2853876,希臘國債危機,TRUE,3954936,Crisis de la deuda soberana en Grecia,-1,None,6
395,2012,15-May,Carlos Fuentes,324754,TRUE,1302833,كارلوس فوينتس,TRUE,754439,卡洛斯·富恩特斯,TRUE,26319,Carlos Fuentes,5,Person,2
398,2012,13-May,2011–12 Premier League,31233982,TRUE,1107619,الدوري الإنجليزي الممتاز 2011–12,TRUE,1580123,2011–12賽季英格蘭超級聯賽,TRUE,3465036,Premier League 2011-12,2,Sports,4
399,2012,12-May,ArcelorMittal Orbit,26775738,FALSE,,,TRUE,5317405,阿塞洛米塔爾軌道塔,TRUE,7789191,ArcelorMittal Orbit,-1,Other,6
400,2012,10-May,Egypt–Saudi Arabia relations,34388293,TRUE,1078362,العلاقات السعودية المصرية,FALSE,,,FALSE,,,-1,Society and social science,6
401,2012,10-May,"Algerian legislative election, 2012",34167613,TRUE,1290429,الانتخابات التشريعية الجزائرية 2012,FALSE,,,FALSE,,,1,Society and social science,3
403,2012,9-May,Vidal Sassoon,858642,TRUE,1323834,فيدال ساسون,TRUE,2803595,維達·沙宣,TRUE,5213324,Vidal Sassoon,5,Person,2
404,2012,8-May,Maurice Sendak,284848,TRUE,1657503,موريس سينداك,TRUE,2799765,莫里斯·桑達克,TRUE,243777,Maurice Sendak,5,Person,2
408,2012,6-May,"French presidential election, 2012",22592845,TRUE,1242003,الانتخابات الرئاسية الفرنسية 2012,TRUE,1849853,2012年法国总统选举,TRUE,4434655,Elecciones presidenciales de Francia de 2012,1,Society and social science,3
409,2012,6-May,"Greek legislative election, 2012",35828110,FALSE,,,FALSE,,,TRUE,5215858,Elecciones generales de Grecia de 2012,1,None,3
410,2012,6-May,"Serbian parliamentary election, 2012",33449968,FALSE,,,TRUE,5162790,2012年塞爾維亞國會選舉,FALSE,,,1,Society and social science,3
411,2012,5-May,Kentucky Derby,17135,TRUE,247502,كنتاكي ديربي,TRUE,1042203,肯塔基打吡,TRUE,4829471,Derby de Kentucky,-1,Sports,6
412,2012,4-May,Adam Yauch,1208469,FALSE,,,TRUE,2798542,亞當·佛契,TRUE,5197964,Adam Yauch,5,Person,2
413,2012,2-May,The Scream,212420,TRUE,421700,الصرخة (لوحة),TRUE,369451,吶喊 (繪畫),TRUE,97082,El grito,6,None,1
415,2012,2-May,Lionel Messi,2150841,TRUE,30083,ليونيل ميسي,TRUE,198525,利昂内尔·梅西,TRUE,185205,Lionel Messi,2,Person,4
417,2012,1-May,Los Angeles Dodgers,18213,FALSE,,,TRUE,193809,洛杉矶道奇,TRUE,73592,Los Angeles Dodgers,-1,Sports,6
419,2012,27-Jun,Battle of Gao,36267146,FALSE,,,FALSE,,,TRUE,5306140,Batalla de Gao,-1,Society and social science,6
420,2012,27-Jun,Barclays,35644201,TRUE,316518,باركليز,TRUE,441211,巴克莱银行,TRUE,1899600,Barclays,-1,Society and social science,6
422,2012,26-Jun,Nora Ephron,226199,TRUE,2315165,نورا أفرون,TRUE,2874658,諾拉·艾芙倫,TRUE,286577,Nora Ephron,5,Person,2
423,2012,24-Jun,Lonesome George,16289428,FALSE,,,TRUE,1387786,孤独乔治,TRUE,5282832,Solitario George,5,None,2
424,2012,24-Jun,"Egyptian presidential election, 2012",24999148,TRUE,733711,انتخابات الرئاسة المصرية 2012,TRUE,2823603,2012年埃及总统选举,TRUE,5228820,Elecciones presidenciales de Egipto de 2012,1,Society and social science,3
425,2012,24-Jun,Mohamed Morsi,32253721,TRUE,183431,محمد مرسي,TRUE,1767804,穆罕默德·穆尔西,TRUE,5231068,Mohamed Morsi,1,Person,3
426,2012,24-Jun,Ashton Eaton,23192127,TRUE,3087542,أشتون إيتون,TRUE,2952921,阿什顿·伊顿,TRUE,5121942,Ashton Eaton,2,Person,4
427,2012,22-Jun,Fernando Lugo,9148703,TRUE,549341,فرناندو لوغو,TRUE,742999,費爾南多·盧戈,TRUE,1177936,Fernando Lugo,5,Person,2
428,2012,22-Jun,Raja Pervaiz Ashraf,16080060,TRUE,1323957,راجه برويز أشرف,TRUE,2868066,拉贾·佩尔韦兹·阿什拉夫,FALSE,,,4,Person,3
429,2012,22-Jun,2012 NBA Finals,34286151,FALSE,,,TRUE,2841288,2012年NBA總決賽,TRUE,5253566,Finales de la NBA de 2012,2,None,4
431,2012,19-Jun,Yousaf Raza Gillani,7829224,TRUE,4578796,يوسف رضا الكيلاني,TRUE,727598,优素福·拉扎·吉拉尼,TRUE,1844731,Yousaf Raza Gillani,4,Person,3
435,2012,18-Jun,Webb Simpson,21746696,FALSE,,,TRUE,2949687,韋伯·辛普森,FALSE,,,5,Person,2
436,2012,17-Jun,2012 24 Hours of Le Mans,32687347,FALSE,,,FALSE,,,TRUE,5267568,24 Horas de Le Mans 2012,2,None,4
437,2012,17-Jun,"Greek legislative election, June 2012",35459642,TRUE,2460178,الانتخابات البرلمانية اليونانية يونيو 2012,TRUE,2812979,2012年6月希臘議會選舉,TRUE,5216448,Elecciones parlamentarias de Grecia de junio de 2012,6,Society and social science,1
438,2012,16-Jun,Voyager 1,32781,TRUE,466801,فوياجر 1,TRUE,111232,旅行者1号,TRUE,11959,Voyager 1,-1,Science and nature,6
441,2012,16-Jun,Shenzhou 9,3073159,FALSE,,,TRUE,893295,神舟九号,TRUE,5263273,Shenzhou 9,5,Science and nature,2
442,2012,16-Jun,Nik Wallenda,20155503,FALSE,,,TRUE,2858533,尼克·瓦伦达,TRUE,5265582,Nikolas Wallenda,5,Person,2
443,2012,14-Jun,Parliament of Egypt,1913567,TRUE,444440,البرلمان المصري,FALSE,,,FALSE,,,1,Society and social science,3
444,2012,13-Jun,Jon McGregor,7019217,FALSE,,,TRUE,3680408,乔恩·麦格雷戈,FALSE,,,2,Person,4
445,2012,13-Jun,13 June 2012 Iraq attacks,36130122,TRUE,1310508,تفجيرات العراق 13 يونيو 2012,FALSE,,,FALSE,,,0,Other,5
446,2012,13-Jun,NuSTAR,1583584,TRUE,1312009,نوستار,TRUE,1896327,核光谱望远镜阵列,TRUE,5555054,NuSTAR,2,Science and nature,4
449,2012,12-Jun,2012 Stanley Cup Finals,31515049,TRUE,1299264,نهائيات كأس ستانلي 2012,FALSE,,,FALSE,,,2,Sports,4
451,2012,10-Jun,Maria Sharapova,772173,TRUE,180612,ماريا شارابوفا,TRUE,35696,玛丽亚·莎拉波娃,TRUE,5471145,María Sharápova,2,Person,4
454,2012,6-Jun,Ray Bradbury,26181,TRUE,356717,راي برادبري,TRUE,439452,雷·布萊伯利,TRUE,40159,Ray Bradbury,5,Person,2
455,2012,5-Jun,"Transit of Venus, 2012",711997,TRUE,1294868,عبور الزهرة 2012,TRUE,1934149,2012年金星凌日,TRUE,5247975,Tránsito de Venus de 2012,-1,None,6
456,2012,3-Jun,Dana Air Flight 992,36027001,FALSE,,,TRUE,2942325,丹纳航空992号班机空难,TRUE,5245187,Vuelo 992 de Dana Air,0,Society and social science,5
458,2012,1-Jun,Livermorium,62198,TRUE,17482,ليفرموريوم,TRUE,81835,鉝,TRUE,42731,Livermorio,-1,None,6
459,2012,1-Jun,Flerovium,77473,TRUE,17522,فليروفيوم,TRUE,81632,鈇,TRUE,42725,Flerovio,-1,Other,6
460,2012,31-Jul,Gore Vidal,62169,TRUE,1414040,غور فيدال,TRUE,529812,戈尔·维达尔,TRUE,87865,Gore Vidal,5,Person,2
461,2012,31-Jul,Michael Phelps,19084502,TRUE,398888,مايكل فيلبس,TRUE,217488,迈克尔·菲尔普斯,TRUE,55109,Michael Phelps,6,Person,1
466,2012,25-Jul,2012 Summer Olympics,2176142,TRUE,390504,الألعاب الأولمبية الصيفية 2012,TRUE,22393,2012年夏季奥林匹克运动会,TRUE,46482,Juegos Olímpicos de Londres 2012,2,Sports,4
467,2012,25-Jul,2012 Gorno-Badakhshan clashes,36542184,FALSE,,,TRUE,3958211,2012年戈尔诺-巴达赫尚冲突,FALSE,,,0,None,5
469,2012,23-Jul,23 July 2012 Iraq attacks,36522812,TRUE,1375248,تفجيرات العراق 23 يوليو 2012,FALSE,,,FALSE,,,0,Other,5
471,2012,22-Jul,2012 Tour de France,27972967,TRUE,1349867,سباق طواف فرنسا 2012,TRUE,2865907,2012年环法自行车赛,TRUE,4880343,Tour de Francia 2012,2,Sports,4
473,2012,20-Jul,2012 Aurora shooting,36488815,TRUE,1371239,مذبحة أورورا 2012,TRUE,2921036,2012年奥罗拉枪击事件,TRUE,5311279,Masacre de Aurora de 2012,0,Other,5
475,2012,18-Jul,Rajesh Khanna,1862733,TRUE,804669,راجيش خانا,TRUE,6099537,拉傑殊·坎纳,TRUE,5314752,Rajesh Khanna,5,Person,2
476,2012,18-Jul,Dawoud Rajiha,32684920,TRUE,606751,داود راجحة,TRUE,1777923,达乌德·拉吉哈,TRUE,5310206,Dawoud Rajiha,4,Person,3
480,2012,16-Jul,Nkosazana Dlamini-Zuma,1321528,TRUE,3174938,نكوسازانا دلاميني زوما,TRUE,2910045,恩科萨扎娜·德拉米尼-祖马,TRUE,5306617,Nkosazana Dlamini-Zuma,5,Person,2
484,2012,8-Jul,2012 Wimbledon Championships – Men's Singles,36162623,TRUE,3149718,بطولة ويمبلدون 2012 - فردي الرجال,TRUE,2871484,2012年溫布頓網球錦標賽男子單打比賽,TRUE,5266176,Anexo:Campeonato de Wimbledon 2012 (individual masculino),2,Sports,4
485,2012,7-Jul,Krasnodar Krai,474125,TRUE,273281,كراسنودار كراي,TRUE,294293,克拉斯诺达尔边疆区,TRUE,803868,Krai de Krasnodar,5,Geography and place,2
486,2012,7-Jul,2012 Wimbledon Championships,32125499,TRUE,1973943,بطولة ويمبلدون 2012,TRUE,2864170,2012年温布尔登网球锦标赛,TRUE,4714541,Campeonato de Wimbledon 2012,2,None,4
488,2012,4-Jul,2012 Copa Libertadores Finals,36222174,FALSE,,,FALSE,,,TRUE,5201991,Anexo:Final de la Copa Libertadores 2012,2,Sports,4
489,2012,4-Jul,Copa Libertadores,299730,TRUE,50556,كأس ليبرتادوريس,TRUE,243781,南美解放者杯,TRUE,4449701,Copa Libertadores de América,2,Sports,4
490,2012,4-Jul,Higgs boson,20556903,TRUE,145600,بوزون هيغز,TRUE,123327,希格斯玻色子,TRUE,348,Bosón de Higgs,6,Science and nature,1
491,2012,2-Jul,GlaxoSmithKline,192517,TRUE,1776511,غلاكسو سميث كلاين,TRUE,16028,葛蘭素史克,TRUE,704206,GlaxoSmithKline,6,Society and social science,1
493,2012,1-Jul,UEFA Euro 2012 Final,25148878,TRUE,1303885,نهائي بطولة أمم أوروبا 2012,TRUE,2851546,2012年歐洲國家盃決賽,TRUE,5282212,Final de la Eurocopa 2012,2,Sports,4
497,2012,28-Aug,Aboud Rogo,36854063,TRUE,1438129,عبود روجو,FALSE,,,TRUE,5373060,Aboud Rogo,0,Person,5
499,2012,28-Aug,Juan Manuel Santos,9743046,TRUE,890224,خوان مانويل سانتوس,TRUE,1302983,胡安·曼努埃尔·桑托斯,TRUE,6027374,Juan Manuel Santos,5,Person,2
500,2012,28-Aug,Rachel Corrie,197517,TRUE,46646,راشيل كوري,TRUE,30764,若雪·柯利,TRUE,334864,Rachel Corrie,4,Person,3
501,2012,27-Aug,2012 Summer Paralympics,497457,TRUE,1200644,الألعاب البارالمبية الصيفية 2012,TRUE,55778,2012年夏季残奥会,TRUE,1462080,Juegos Paralímpicos de Londres 2012,-1,None,6
503,2012,25-Aug,Neil Armstrong,21247,TRUE,18911,نيل آرمسترونغ,TRUE,9815,尼尔·阿姆斯特朗,TRUE,27061,Neil Armstrong,5,Person,2
504,2012,25-Aug,Paraguaná Refinery Complex,24486355,FALSE,,,FALSE,,,TRUE,1073462,Centro de refinación Paraguaná,0,Geography and place,5
506,2012,24-Aug,Anders Behring Breivik,32501324,TRUE,1098112,أندرس بهرنغ بريفيك,TRUE,1621164,安德斯·贝林·布雷维克,TRUE,4761457,Anders Breivik,5,Person,2
507,2012,24-Aug,Lance Armstrong,23243880,TRUE,180350,لانس آرمسترونج,TRUE,135914,兰斯·阿姆斯特朗,TRUE,8810,Lance Armstrong,2,Person,4
