postid,lang,postyear,postdatetime,pageid,article_firstedit_ever_revid,article_firstedit_ever_date,article_firstedit_ever_timestamp,article_firstedit_ever_size,totaledits_byall,totaledits_byregistered,unique_all_editors,unique_registered_editors,total_size_added,sizeadded_byregistered,firstedit_revid,firstedit_timestamp,endfirstday_revid,endfirstweek_revid,firstmonth_revid,topic,category,updated_topic
95,es,2011,6/23/11,1852363,19675793,8/24/08,2008-08-24T18:47:19Z,465,5,4,4,3,273,216,47413475,6/24/11 0:14,47413475,47591158,47929028,-1,Society and social science,6
100,en,2011,6/22/11,8572928,96045086,12/23/06,2006-12-23T04:10:17Z,1360,97,72,45,29,6238,6747,435604829,6/22/11 8:58,435717273,436779237,440546218,2,Person,4
100,ar,2011,6/22/11,1289510,8553290,5/11/12,2012-05-11T12:52:20Z,1808,0,0,0,0,0,0,0,0,0,0,0,2,Person,4
100,zh,2011,6/22/11,884813,8006629,9/3/08,2008-09-03T18:25:36Z,2869,79,74,20,16,7664,14578,16865541,6/22/11 14:30,16867979,16922933,17153817,2,Person,4
100,es,2011,6/22/11,4290342,41562250,11/5/10,2010-11-05T22:36:40Z,2006,6,4,4,3,49,52,47372739,6/22/11 15:11,47383316,47419239,47562334,2,Person,4
101,en,2011,6/20/11,390745,1886494,12/6/03,2003-12-06T16:33:39Z,2185,90,72,57,43,674,76043,435315617,6/20/11 18:27,435353519,436479345,439576437,5,Person,2
101,ar,2011,6/20/11,524564,2782947,4/21/05,2005-04-21T11:00:01Z,1325,2,2,2,1,-80,-80,6992711,6/21/11 19:19,6992711,7011276,7011276,5,Person,2
101,zh,2011,6/20/11,657523,5549481,11/10/07,2007-11-10T15:22:50Z,3609,2,2,2,1,-16,-16,16857708,6/21/11 19:20,16857708,16865888,16865888,5,Person,2
101,es,2011,6/20/11,150467,806757,6/22/05,2005-06-22T11:41:35Z,843,3,3,2,1,1196,1196,47349761,6/21/11 19:20,47349761,47349761,47655638,5,Person,2
103,en,2011,6/20/11,1007311,6109099,9/22/04,2004-09-22T05:32:23Z,30,30,25,20,15,3727,3701,435280155,6/20/11 14:34,435308141,436354368,439319073,-1,None,6
103,zh,2011,6/20/11,290213,1968168,5/21/06,2006-05-21T15:29:30Z,5957,10,10,3,2,3188,3188,16865221,6/22/11 13:54,16865221,16882031,16882031,-1,None,6
103,es,2011,6/20/11,59844,221114,8/19/04,2004-08-19T11:18:11Z,1834,1,1,1,0,0,0,47370711,6/22/11 13:54,47370711,47370711,47370711,-1,None,6
107,en,2011,6/16/11,8397335,93758907,12/12/06,2006-12-12T06:11:02Z,312,18,14,13,10,1860,1788,434635482,6/16/11 19:24,434673983,435012721,439461121,2,Person,4
107,zh,2011,6/16/11,3680470,28916532,10/15/13,2013-10-15T02:07:06Z,1465,0,0,0,0,0,0,0,0,0,0,0,2,Person,4
108,en,2011,6/16/11,319799,1670165,9/16/03,2003-09-16T15:38:45Z,2262,209,150,105,60,5885,62103,434517411,6/16/11 2:32,434675386,435737510,439783575,0,Person,5
108,ar,2011,6/16/11,2758,6818,5/7/04,2004-05-07T16:12:16Z,1236,33,19,18,9,740,322,6969015,6/16/11 11:35,6970465,6994023,7057128,0,Person,5
108,zh,2011,6/16/11,1572172,16461648,5/8/11,2011-05-08T16:43:08Z,2881,27,24,18,15,1096,1098,16797696,6/16/11 11:35,16802397,16853200,16979809,0,Person,5
108,es,2011,6/16/11,38222,115300,3/19/04,2004-03-19T00:28:27Z,3119,18,18,7,6,433,433,47201380,6/16/11 10:12,47209451,47337623,47807795,0,Person,5
111,en,2011,6/13/11,29552896,395986902,11/10/10,2010-11-10T19:26:49Z,179,80,62,24,14,6671,6584,433966674,6/13/11 0:08,434135124,434688760,439065195,-1,Art and culture,6
111,zh,2011,6/13/11,2763975,20879950,4/24/12,2012-04-24T16:00:24Z,9627,0,0,0,0,0,0,0,0,0,0,0,-1,Art and culture,6
111,es,2011,6/13/11,5153931,55124374,4/4/12,2012-04-04T18:58:19Z,14588,0,0,0,0,0,0,0,0,0,0,0,-1,Art and culture,6
112,en,2011,6/12/11,28819205,384746427,9/14/10,2010-09-14T08:14:00Z,2182,120,84,54,31,29429,30218,433852770,6/12/11 8:42,433962746,434811113,437926901,4,Society and social science,3
112,zh,2011,6/12/11,5417123,41142386,8/15/16,2016-08-15T16:24:48Z,14058,0,0,0,0,0,0,0,0,0,0,0,4,Society and social science,3
112,es,2011,6/12/11,4670596,47007706,6/8/11,2011-06-08T23:02:58Z,4755,33,28,9,7,-313,-318,47092232,6/12/11 11:26,47105567,47283386,47662049,4,Society and social science,3
115,en,2011,6/9/11,27748317,368711053,6/18/10,2010-06-18T01:54:14Z,43,74,74,33,32,3044,3044,433318786,6/9/11 2:06,433462147,434400539,434400539,-1,Society and social science,6
115,es,2011,6/9/11,4664003,46908581,6/5/11,2011-06-05T14:05:51Z,6918,8,4,7,3,179,111,47012493,6/9/11 3:04,47018677,47129712,47648652,-1,Society and social science,6
117,en,2011,6/7/11,22032764,278070086,3/18/09,2009-03-18T10:08:05Z,26,57,52,33,31,3551,3496,433027672,6/7/11 13:13,433094609,434078363,435965570,-1,Science and nature,6
117,zh,2011,6/7/11,1590200,16725351,6/9/11,2011-06-09T04:11:11Z,2144,8,8,6,5,424,424,16725351,6/9/11 4:11,16726611,16768081,16883589,-1,Science and nature,6
117,es,2011,6/7/11,4779803,48476771,8/1/11,2011-08-01T19:49:22Z,3732,0,0,0,0,0,0,0,0,0,0,0,-1,Science and nature,6
119,en,2011,6/5/11,31218810,419450698,3/18/11,2011-03-18T12:02:19Z,421,55,52,19,17,8420,8316,432601777,6/5/11 0:13,432758431,433505457,434336561,4,Society and social science,3
119,es,2011,6/5/11,4663420,46897980,6/4/11,2011-06-04T23:47:12Z,4877,20,17,6,5,88,-111,46898665,6/5/11 0:13,46905753,46994871,47168506,4,Society and social science,3
120,en,2011,6/5/11,32000410,432883733,6/6/11,2011-06-06T17:45:26Z,15336,197,162,76,47,8687,21296,432883733,6/6/11 17:45,432937996,433931380,437885590,0,Other,5
120,ar,2011,6/5/11,1029404,6539721,3/22/11,2011-03-22T10:13:40Z,60,9,9,6,5,335,335,6928306,6/7/11 17:54,6928306,6934086,7023881,0,Other,5
125,en,2011,6/2/11,31954395,432062587,6/1/11,2011-06-01T21:03:44Z,764,59,49,39,31,2988,2890,432115438,6/2/11 3:52,432228296,433184189,437040634,6,None,1
125,zh,2011,6/2/11,3220174,24144071,12/18/12,2012-12-18T06:25:40Z,1984,0,0,0,0,0,0,0,0,0,0,0,6,None,1
125,es,2011,6/2/11,4661638,46868539,6/3/11,2011-06-03T22:08:25Z,4711,17,17,8,7,370,370,46868539,6/3/11 22:08,46868706,47026570,47583081,6,None,1
127,en,2011,7/30/11,21844820,275402942,3/6/09,2009-03-06T15:03:47Z,869,113,68,50,28,-15873,-15812,442300071,7/31/11 3:42,442428666,443413641,445555961,2,None,4
127,es,2011,7/30/11,2354261,24678575,3/9/09,2009-03-09T14:43:36Z,6212,23,6,12,3,20453,295,48427108,7/31/11 5:54,48438762,48650605,49274541,2,None,4
129,en,2011,7/28/11,5099278,9086847,1/3/05,2005-01-03T23:50:25Z,409,66,52,45,33,-1348,26447,441804192,7/28/11 2:13,441928127,442813460,446894845,6,Person,1
129,ar,2011,7/28/11,1101234,7178946,7/28/11,2011-07-28T15:11:30Z,3675,31,31,8,7,2948,2948,7178946,7/28/11 15:11,7181007,7219657,7251184,6,Person,1
129,zh,2011,7/28/11,1594433,16804593,6/17/11,2011-06-17T00:40:16Z,5050,14,14,9,8,403,403,17233277,7/28/11 15:19,17234477,17286501,17354669,6,Person,1
129,es,2011,7/28/11,245606,1817334,12/13/05,2005-12-13T03:45:35Z,666,121,72,72,37,9523,22999,48342239,7/28/11 1:38,48365505,48546063,49283879,6,Person,1
130,en,2011,7/27/11,32553446,441745498,7/27/11,2011-07-27T18:28:23Z,189,241,214,93,68,9477,9201,441745498,7/27/11 18:28,441782345,442861743,445737066,-1,Science and nature,6
130,ar,2011,7/27/11,1101564,7185665,7/29/11,2011-07-29T08:40:58Z,22,11,11,7,6,533,533,7185665,7/29/11 8:40,7190510,7197153,7246157,-1,Science and nature,6
130,zh,2011,7/27/11,1623767,17229276,7/28/11,2011-07-28T07:05:14Z,2525,43,42,9,8,3823,3826,17229276,7/28/11 7:05,17235054,17278977,17434027,-1,Science and nature,6
130,es,2011,7/27/11,4772416,48372081,7/29/11,2011-07-29T04:11:14Z,2820,21,21,7,6,2875,2875,48372081,7/29/11 4:11,48387606,48407110,48756006,-1,Science and nature,6
132,en,2011,7/24/11,25999087,340817539,1/30/10,2010-01-30T00:34:46Z,2170,121,87,57,37,18227,17379,441089656,7/24/11 0:22,441256505,442211344,445495390,2,Sports,4
132,ar,2011,7/24/11,1333402,8915689,7/7/12,2012-07-07T01:47:22Z,2364,0,0,0,0,0,0,0,0,0,0,0,2,Sports,4
132,zh,2011,7/24/11,1611688,17061913,7/11/11,2011-07-11T13:20:53Z,5952,8,8,3,2,1284,1284,17200804,7/25/11 8:57,17204599,17256371,17256371,2,Sports,4
132,es,2011,7/24/11,4098223,39002306,7/23/10,2010-07-23T21:39:44Z,2312,53,48,12,8,9376,9211,48224163,7/24/11 10:03,48242694,48420582,49118482,2,Sports,4
133,en,2011,7/24/11,805877,4928249,7/11/04,2004-07-11T10:35:25Z,791,205,126,102,57,7143,29800,441123406,7/24/11 5:43,441254762,442170097,446130748,2,Person,4
133,ar,2011,7/24/11,2639250,15743976,4/24/15,2015-04-24T13:17:21Z,1718,0,0,0,0,0,0,0,0,0,0,0,2,Person,4
133,zh,2011,7/24/11,1071432,10361618,6/19/09,2009-06-19T11:55:36Z,8556,16,13,9,6,350,354,17193297,7/24/11 13:10,17195854,17256309,17414875,2,Person,4
133,es,2011,7/24/11,160360,981595,7/12/05,2005-07-12T17:22:19Z,799,27,14,15,8,1975,1340,48219193,7/24/11 2:20,48241041,48381495,48960529,2,Person,4
136,en,2011,7/20/11,240989,1003413,6/6/03,2003-06-06T03:39:12Z,4975,56,56,27,26,2868,2868,440409513,7/20/11 1:54,440540642,441486348,445694903,5,Person,2
136,ar,2011,7/20/11,1002232,6349332,2/2/11,2011-02-02T07:15:54Z,1109,1,1,1,0,0,0,7133209,7/20/11 1:53,7133209,7133209,7133209,5,Person,2
136,zh,2011,7/20/11,10813,37337,1/9/04,2004-01-09T08:27:35Z,637,26,25,11,10,3475,3475,17148212,7/20/11 1:53,17153161,17174125,17440010,5,Person,2
136,es,2011,7/20/11,277244,2129877,1/23/06,2006-01-23T18:36:01Z,533,26,12,16,6,1,-108,48098622,7/20/11 1:26,48098622,48098622,49011996,5,Person,2
137,en,2011,7/20/11,5617427,59346163,6/18/06,2006-06-18T23:02:34Z,2073,186,171,53,40,12667,12254,440444029,7/20/11 7:31,440536270,441396423,445611895,5,Person,2
137,ar,2011,7/20/11,3225112,20522182,7/13/16,2016-07-13T14:41:58Z,2741,0,0,0,0,0,0,0,0,0,0,0,5,Person,2
137,zh,2011,7/20/11,1618774,17155275,7/20/11,2011-07-20T14:33:49Z,2193,8,7,6,5,217,157,17155275,7/20/11 14:33,17157124,17195449,17195449,5,Person,2
137,es,2011,7/20/11,1804587,19054944,7/27/08,2008-07-27T09:25:38Z,1729,20,19,12,11,1019,1098,48102774,7/20/11 7:36,48120750,48233100,48233100,5,Person,2
139,en,2011,7/17/11,26370879,346870533,2/28/10,2010-02-28T12:41:31Z,6370,664,427,184,110,57272,25511,439884778,7/17/11 3:10,440030658,441081985,445227294,2,None,4
139,ar,2011,7/17/11,1091257,7088185,7/10/11,2011-07-10T20:06:35Z,812,10,10,6,5,428,428,7119313,7/17/11 15:27,7121039,7149781,7149781,2,None,4
139,zh,2011,7/17/11,1619806,17171567,7/22/11,2011-07-22T07:17:39Z,954,11,10,6,5,901,897,17171567,7/22/11 7:17,17177595,17234552,17329179,2,None,4
140,en,2011,7/17/11,2360043,20099192,8/2/05,2005-08-02T06:17:33Z,3346,143,97,73,41,3639,4304,439872434,7/17/11 1:16,440030173,440620545,443066496,2,Sports,4
140,ar,2011,7/17/11,681553,4011333,9/8/09,2009-09-08T13:49:33Z,675,11,6,7,6,285,391,7121844,7/18/11 6:44,7125491,7130587,7265940,2,Sports,4
140,zh,2011,7/17/11,652280,2262636,7/16/06,2006-07-16T13:27:53Z,4194,30,27,12,11,2620,1539,17126120,7/17/11 21:21,17126337,17148775,17301074,2,Sports,4
140,es,2011,7/17/11,725927,6610142,1/23/07,2007-01-23T02:03:25Z,35,60,52,15,11,2283,2273,48022008,7/17/11 12:34,48033797,48082892,48915551,2,Sports,4
143,en,2011,7/17/11,31941988,212683762,5/15/08,2008-05-15T20:30:42Z,50,1328,988,404,213,16460,57942,439873732,7/17/11 1:27,440030730,441092527,445210021,2,Art and culture,4
143,ar,2011,7/17/11,1095856,7130475,7/19/11,2011-07-19T12:03:15Z,85,4,3,3,2,3300,3299,7130475,7/19/11 12:03,7130485,7130485,7264999,2,Art and culture,4
143,zh,2011,7/17/11,3090936,23250057,10/14/12,2012-10-14T19:12:47Z,26285,0,0,0,0,0,0,0,0,0,0,0,2,Art and culture,4
143,es,2011,7/17/11,4752419,48019876,7/17/11,2011-07-17T09:39:43Z,15793,259,119,95,25,28291,40080,48019876,7/17/11 9:39,48035614,48211481,48987725,2,Art and culture,4
145,en,2011,7/16/11,532434,2950113,3/17/04,2004-03-17T08:48:34Z,321,108,93,53,41,5010,-7006,439713721,7/16/11 1:46,439817303,440840107,445019377,6,Science and nature,1
145,ar,2011,7/16/11,511708,2708047,2/6/09,2009-02-06T12:38:27Z,2606,5,5,3,2,182,182,7122078,7/18/11 8:53,7122078,7134780,7287285,6,Science and nature,1
145,zh,2011,7/16/11,687734,5957261,1/6/08,2008-01-06T01:45:18Z,1589,11,11,5,4,411,411,17128011,7/18/11 3:19,17136171,17154240,17414465,6,Science and nature,1
145,es,2011,7/16/11,901887,8388242,4/26/07,2007-04-26T17:28:00Z,2499,5,5,3,2,2362,2362,48042762,7/18/11 8:53,48042762,48107003,48957439,6,Science and nature,1
146,en,2011,7/15/11,26370879,346870533,2/28/10,2010-02-28T12:41:31Z,6370,803,508,225,136,76283,36138,439531922,7/15/11 0:04,439700842,440741249,444848214,2,None,4
146,ar,2011,7/15/11,1091257,7088185,7/10/11,2011-07-10T20:06:35Z,812,12,12,7,6,552,552,7110120,7/15/11 13:48,7110120,7140967,7149781,2,None,4
146,zh,2011,7/15/11,1619806,17171567,7/22/11,2011-07-22T07:17:39Z,954,11,10,6,5,901,897,17171567,7/22/11 7:17,17177595,17234552,17329179,2,None,4
147,en,2011,7/15/11,1391765,9581011,1/13/05,2005-01-13T01:34:15Z,1776,227,204,101,82,12385,11434,439547102,7/15/11 2:07,439693750,440726796,444627041,2,Person,4
147,zh,2011,7/15/11,1617389,17135390,7/18/11,2011-07-18T15:46:08Z,30570,13,13,3,2,-27862,-27862,17135390,7/18/11 15:46,17137126,17175579,17234576,2,Person,4
147,es,2011,7/15/11,297843,2323381,2/14/06,2006-02-14T20:16:00Z,3605,38,38,13,12,4742,4742,47970785,7/15/11 10:49,47981398,48058857,48868198,2,Person,4
148,en,2011,7/14/11,12358126,146063291,7/21/07,2007-07-21T04:16:12Z,962,54,49,30,26,3232,3224,439441300,7/14/11 14:10,439516807,440651441,443628115,6,None,1
148,zh,2011,7/14/11,1615868,17114225,7/16/11,2011-07-16T15:29:05Z,2466,14,14,7,6,641,641,17114225,7/16/11 15:29,17114560,17160658,17160658,6,None,1
148,es,2011,7/14/11,2094973,22096719,11/28/08,2008-11-28T07:51:55Z,1246,7,7,4,3,155,155,47968035,7/15/11 6:12,47968035,48131230,48131230,6,None,1
153,en,2011,7/8/11,20517541,255454430,12/2/08,2008-12-02T17:38:01Z,27,449,294,154,96,74688,16343,438329643,7/8/11 0:23,438490107,439531268,443475320,-1,Science and nature,6
153,ar,2011,7/8/11,3434732,22381964,2/5/17,2017-02-05T10:37:46Z,2336,0,0,0,0,0,0,0,0,0,0,0,-1,Science and nature,6
153,zh,2011,7/8/11,1609498,17030407,7/8/11,2011-07-08T10:43:51Z,3822,12,12,8,7,-215,-215,17030407,7/8/11 10:43,17032488,17080330,17330495,-1,Science and nature,6
153,es,2011,7/8/11,4294148,41623514,11/8/10,2010-11-08T07:12:26Z,7921,18,15,9,7,408,405,47786047,7/8/11 10:46,47786047,47917306,48206071,-1,Science and nature,6
154,en,2011,7/8/11,32350676,12259266,4/13/05,2005-04-13T16:29:40Z,3248,796,726,287,237,3353,2290,438329940,7/8/11 0:26,438496663,439529165,443480956,4,Other,3
154,ar,2011,7/8/11,342661,1739369,5/29/08,2008-05-29T12:44:17Z,907,167,133,58,32,15640,15930,7076304,7/8/11 5:17,7079761,7104998,7232767,4,Other,3
154,zh,2011,7/8/11,797786,7442466,7/6/08,2008-07-06T09:23:10Z,1462,250,207,85,54,11934,11786,17026929,7/8/11 5:18,17035958,17095926,17315768,4,Other,3
154,es,2011,7/8/11,185096,1250433,8/31/05,2005-08-31T09:18:17Z,1702,237,173,80,50,12698,8566,47782267,7/8/11 5:18,47802208,47959669,48680881,4,Other,3
157,en,2011,7/3/11,15977102,194330410,2/27/08,2008-02-27T02:45:59Z,3634,101,63,47,28,1559,2300,437484665,7/3/11 1:23,437620435,438622486,442497234,2,Person,4
157,ar,2011,7/3/11,2402597,14513762,12/11/14,2014-12-11T20:36:08Z,2658,0,0,0,0,0,0,0,0,0,0,0,2,Person,4
157,zh,2011,7/3/11,1320068,13599182,7/2/10,2010-07-02T12:24:55Z,2002,13,12,6,5,276,276,16973692,7/3/11 9:16,16977741,17017878,17250340,2,Person,4
157,es,2011,7/3/11,2241440,23424622,1/21/09,2009-01-21T17:13:40Z,3292,14,13,7,6,294,294,47651386,7/3/11 1:47,47656581,47758325,48514214,2,Person,4
158,en,2011,7/3/11,16100029,33476985,1/1/06,2006-01-01T13:26:37Z,455,259,207,108,81,2629,2879,437475916,7/3/11 0:09,437628712,438529136,442686558,2,Person,4
158,ar,2011,7/3/11,238261,1070558,10/18/07,2007-10-18T09:49:50Z,1492,11,10,8,7,485,136,7056451,7/3/11 21:17,7056451,7086419,7201052,2,Person,4
158,zh,2011,7/3/11,519056,3826763,4/3/07,2007-04-03T11:50:22Z,1657,28,20,17,11,1015,871,16976975,7/3/11 15:20,16979233,17051410,17051410,2,Person,4
158,es,2011,7/3/11,462216,4012317,7/23/06,2006-07-23T19:21:58Z,1225,59,28,39,15,1201,659,47650297,7/3/11 0:41,47669519,47737719,48491271,2,Person,4
159,en,2011,7/2/11,365451,1727895,11/13/03,2003-11-13T15:09:27Z,83,65,47,29,20,2384,1554,437396448,7/2/11 14:28,437464093,438222901,440886016,5,Person,2
159,ar,2011,7/2/11,1131467,7494631,9/20/11,2011-09-20T21:47:09Z,3026,0,0,0,0,0,0,0,0,0,0,0,5,Person,2
159,zh,2011,7/2/11,1353015,13837123,7/26/10,2010-07-26T10:21:47Z,3918,17,17,6,5,1956,1956,16969539,7/2/11 21:49,16969539,17019728,17019728,5,Person,2
159,es,2011,7/2/11,281304,2168796,1/28/06,2006-01-28T15:21:17Z,2601,27,14,14,9,1080,733,47637770,7/2/11 15:48,47649129,47760337,48258759,5,Person,2
161,en,2011,8/29/11,13660794,163546274,10/10/07,2007-10-10T11:52:24Z,1032,194,151,102,75,8666,5989,447247111,8/29/11 3:36,447400729,448320493,452507446,4,Person,3
161,ar,2011,8/29/11,1118806,7389534,8/30/11,2011-08-30T01:12:56Z,4643,30,30,9,8,1147,1147,7389534,8/30/11 1:12,7392448,7420887,7521249,4,Person,3
161,zh,2011,8/29/11,1649359,17556311,8/29/11,2011-08-29T03:36:17Z,3607,124,106,40,27,8037,6712,17556311,8/29/11 3:36,17567090,17627619,17853380,4,Person,3
161,es,2011,8/29/11,4648543,46645451,5/26/11,2011-05-26T05:35:43Z,1777,85,81,14,12,7350,7029,49332085,8/29/11 3:36,49359752,49501725,50046344,4,Person,3
162,en,2011,8/27/11,31429006,422883942,4/7/11,2011-04-07T16:55:05Z,457,141,121,51,32,10222,8762,446912176,8/27/11 2:03,447034271,447620616,451989220,0,Other,5
162,es,2011,8/27/11,4808522,49016415,8/17/11,2011-08-17T19:49:06Z,1078,1,1,1,0,0,0,49339222,8/29/11 11:26,49339222,49339222,49339222,0,Other,5
163,en,2011,8/27/11,31596775,425947678,4/26/11,2011-04-26T03:25:33Z,1183,84,49,46,26,13156,1214,446918384,8/27/11 3:11,447039206,448123002,450895677,1,Society and social science,3
163,zh,2011,8/27/11,1633163,17362901,8/11/11,2011-08-11T04:16:37Z,33317,23,22,11,10,-73,-73,17535378,8/27/11 7:30,17535378,17610635,17610635,1,Society and social science,3
163,es,2011,8/27/11,4828690,49325519,8/28/11,2011-08-28T23:29:33Z,3608,10,9,4,3,64,36,49325519,8/28/11 23:29,49325794,49407192,49407192,1,Society and social science,3
164,en,2011,8/26/11,365175,1725042,11/13/03,2003-11-13T05:52:20Z,23,100,76,58,41,1613,1340,446765510,8/26/11 3:38,446878255,447965640,452224741,4,Person,3
164,ar,2011,8/26/11,875681,5357642,6/4/10,2010-06-04T04:08:55Z,2976,7,7,3,2,1875,1875,7374691,8/26/11 7:16,7376852,7386517,7459366,4,Person,3
164,zh,2011,8/26/11,282348,1906221,5/9/06,2006-05-09T01:59:31Z,1163,33,30,17,14,661,361,17523803,8/26/11 5:15,17531094,17600253,17835890,4,Person,3
164,es,2011,8/26/11,45808,868136,5/13/04,2004-05-13T19:18:52Z,2155,22,22,9,8,630,630,49248124,8/26/11 5:00,49265718,49415673,49890995,4,Person,3
165,en,2011,8/26/11,574332,3042688,4/3/04,2004-04-03T21:01:39Z,2871,20,17,17,14,1099,1047,446764086,8/26/11 3:23,446885381,447841185,451930651,-1,Science and nature,6
165,ar,2011,8/26/11,2390594,14463298,12/1/14,2014-12-01T22:43:31Z,1972,0,0,0,0,0,0,0,0,0,0,0,-1,Science and nature,6
165,zh,2011,8/26/11,106890,476395,5/15/05,2005-05-15T23:34:22Z,430,5,5,2,1,-16,-16,17617745,9/3/11 1:42,17617745,17662684,17662684,-1,Science and nature,6
165,es,2011,8/26/11,193007,1323853,9/14/05,2005-09-14T12:17:44Z,7750,0,0,0,0,0,0,0,0,0,0,0,-1,Science and nature,6
166,en,2011,8/26/11,592203,3162175,4/12/04,2004-04-12T15:55:11Z,108,12,11,9,8,401,397,446767408,8/26/11 3:57,446767408,447402415,449271182,-1,Science and nature,6
166,ar,2011,8/26/11,1938068,12510840,2/8/14,2014-02-08T13:50:46Z,2038,0,0,0,0,0,0,0,0,0,0,0,-1,Science and nature,6
166,zh,2011,8/26/11,188483,1210440,11/26/05,2005-11-26T11:32:24Z,2259,3,3,3,2,-46,-46,17556227,8/29/11 3:29,17556227,17585475,17656889,-1,Science and nature,6
166,es,2011,8/26/11,192975,1323478,9/14/05,2005-09-14T09:52:28Z,809,0,0,0,0,0,0,0,0,0,0,0,-1,Science and nature,6
169,en,2011,8/24/11,7412236,281953,8/20/01,2001-08-20T14:39:40Z,206,201,201,105,104,8233,8233,446565491,8/24/11 22:44,446574099,447609484,451999702,4,Person,3
169,ar,2011,8/24/11,2588,6372,5/1/04,2004-05-01T11:59:44Z,348,24,19,11,6,2264,1840,7369624,8/25/11 8:04,7373013,7390435,7428846,4,Person,3
169,zh,2011,8/24/11,19521,65680,3/27/04,2004-03-27T17:32:05Z,554,87,79,29,21,2986,1951,17510531,8/24/11 23:11,17510637,17578519,17816949,4,Person,3
169,es,2011,8/24/11,15318,249768,10/15/03,2003-10-15T20:14:06Z,1734,101,47,58,18,3954,-1194,49210563,8/24/11 22:50,49212264,49416557,49973380,4,Person,3
171,en,2011,8/23/11,32844266,446353612,8/23/11,2011-08-23T18:03:14Z,208,1197,1098,289,226,51949,46983,446353612,8/23/11 18:03,446406426,447516325,451732887,3,Science and nature,1
171,es,2011,8/23/11,4820332,49190965,8/24/11,2011-08-24T05:53:05Z,1127,27,26,11,10,3179,3177,49190965,8/24/11 5:53,49205620,49274908,49468111,3,Science and nature,1
178,en,2011,8/14/11,603988,3240189,4/18/04,2004-04-18T12:57:08Z,258,251,128,134,54,11053,25575,444742732,8/14/11 3:36,444885259,445866910,449184947,5,Person,2
178,ar,2011,8/14/11,804289,4751395,1/28/10,2010-01-28T18:52:53Z,284,9,9,5,4,413,413,7277157,8/14/11 8:53,7278073,7280258,7429776,5,Person,2
178,es,2011,8/14/11,4308970,41834431,11/16/10,2010-11-16T21:37:50Z,1273,12,9,11,8,422,56,48926694,8/14/11 15:25,48926694,49065483,49659672,5,Person,2
179,en,2011,8/14/11,31525692,424574342,4/17/11,2011-04-17T20:11:10Z,5680,162,92,61,31,7326,8820,444840175,8/14/11 18:35,444885473,445741379,449532257,2,Person,4
179,zh,2011,8/14/11,1923573,19774677,4/1/12,2012-04-01T08:23:02Z,2756,0,0,0,0,0,0,0,0,0,0,0,2,Person,4
182,en,2011,8/11/11,20065184,249586891,11/4/08,2008-11-04T05:26:54Z,405,62,56,26,20,6967,6953,444372349,8/12/11 2:21,444475284,445418223,445418223,6,None,1
182,zh,2011,8/11/11,931991,8631565,11/25/08,2008-11-25T13:14:35Z,1293,6,6,6,5,302,302,17390516,8/13/11 15:47,17390516,17436982,17436982,6,None,1
182,es,2011,8/11/11,5038621,53096702,1/18/12,2012-01-18T09:34:19Z,9886,0,0,0,0,0,0,0,0,0,0,0,6,None,1
183,en,2011,8/11/11,31403571,422517650,4/5/11,2011-04-05T14:34:21Z,2360,81,61,55,38,4513,4079,444212783,8/11/11 6:10,444354212,445400897,449515140,2,Other,4
183,ar,2011,8/11/11,1091088,7086753,7/10/11,2011-07-10T13:56:06Z,904,0,0,0,0,0,0,0,0,0,0,0,2,Other,4
183,zh,2011,8/11/11,1871820,19534393,3/12/12,2012-03-12T03:06:35Z,1227,0,0,0,0,0,0,0,0,0,0,0,2,Other,4
188,en,2011,8/5/11,1978851,14595688,6/2/05,2005-06-02T18:23:00Z,188,201,159,97,68,7199,6521,443131694,8/5/11 4:55,443255350,444384160,447847316,-1,Science and nature,6
188,ar,2011,8/5/11,1102321,7197473,7/30/11,2011-07-30T16:37:29Z,1654,28,27,6,5,5423,5391,7228850,8/5/11 9:53,7228850,7249178,7399337,-1,Science and nature,6
188,zh,2011,8/5/11,113209,510503,6/2/05,2005-06-02T09:43:37Z,263,26,24,11,9,6421,6409,17306556,8/5/11 9:53,17306556,17349966,17602904,-1,Science and nature,6
